Beta,Step,Energy,Magnetization
0.1,3270,-1984,-116
0.1,3280,-1940,146
0.1,3290,-2164,-90
0.1,3300,-2148,126
0.1,3310,-1860,52
0.1,3320,-1816,-20
0.1,3330,-1960,108
0.1,3340,-1756,226
0.1,3350,-1956,46
0.1,3360,-1868,226
0.1,3370,-2044,8
0.1,3380,-2124,-188
0.1,3390,-1912,-92
0.1,3400,-2092,70
0.1,3410,-2036,164
0.1,3420,-1940,262
0.1,3430,-2008,-208
0.1,3440,-2196,168
0.1,3450,-2124,24
0.1,3460,-2004,-30
0.1,3470,-1928,66
0.1,3480,-2008,0
0.1,3490,-2036,-120
0.1,3500,-2108,-28
0.1,3510,-2012,-88
0.1,3520,-2128,58
0.1,3530,-1932,174
0.1,3540,-2116,-224
0.1,3550,-2108,82
0.1,3560,-2176,-28
0.1,3570,-2152,132
0.1,3580,-1928,-30
0.1,3590,-1848,-6
0.1,3600,-1968,2
0.1,3610,-1952,38
0.1,3620,-2264,-290
0.1,3630,-2092,142
0.1,3640,-2168,-42
0.1,3650,-1756,-36
0.1,3660,-1972,42
0.1,3670,-2184,6
0.1,3680,-1988,152
0.1,3690,-1828,52
0.1,3700,-2040,-78
0.1,3710,-2284,-244
0.1,3720,-2004,86
0.1,3730,-1768,-58
0.1,3740,-2204,-70
0.1,3750,-1988,-162
0.1,3760,-1980,-92
0.1,3770,-1916,-18
0.1,3780,-2024,-44
0.1,3790,-1912,-74
0.1,3800,-2024,110
0.1,3810,-2016,-160
0.1,3820,-1916,68
0.1,3830,-2148,-152
0.1,3840,-1964,-156
0.1,3850,-2132,54
0.1,3860,-2224,52
0.1,3870,-1840,122
0.1,3880,-2068,-140
0.1,3890,-2004,210
0.1,3900,-1976,-250
0.1,3910,-1876,-106
0.1,3920,-2140,-74
0.1,3930,-1716,12
0.1,3940,-2032,88
0.1,3950,-2240,-110
0.1,3960,-2056,146
0.1,3970,-2152,-10
0.1,3980,-2092,-190
0.1,3990,-2088,-110
0.1,4000,-2284,12
0.1,4010,-2116,-126
0.1,4020,-1692,-254
0.1,4030,-2148,8
0.1,4040,-2260,-66
0.1,4050,-1804,-142
0.1,4060,-1860,194
0.1,4070,-1912,98
0.1,4080,-1964,16
0.1,4090,-1876,-100
0.1,4100,-1888,-154
0.1,4110,-2116,-18
0.1,4120,-2252,28
0.1,4130,-2180,50
0.1,4140,-2168,34
0.1,4150,-1936,42
0.1,4160,-1828,-62
0.1,4170,-2220,-36
0.1,4180,-1756,90
0.1,4190,-2100,-162
0.1,4200,-2096,-276
0.1,4210,-2036,64
0.1,4220,-1920,96
0.1,4230,-2068,-108
0.1,4240,-1804,-58
0.1,4250,-2028,46
0.1,4260,-2200,62
0.1,4270,-2084,-172
0.1,4280,-2016,152
0.1,4290,-2200,52
0.1,4300,-2008,-150
0.1,4310,-1980,-94
0.1,4320,-2256,-92
0.1,4330,-2132,-6
0.1,4340,-1772,-20
0.1,4350,-2172,-182
0.1,4360,-1980,140
0.1,4370,-2292,62
0.1,4380,-2156,-84
0.1,4390,-1924,-210
0.1,4400,-2160,112
0.1,4410,-2048,106
0.1,4420,-1992,38
0.1,4430,-2024,58
0.1,4440,-2060,18
0.1,4450,-2348,-132
0.1,4460,-1848,-20
0.1,4470,-2040,-118
0.1,4480,-2204,-78
0.1,4490,-2148,-20
0.1,4500,-1904,78
0.1,4510,-1932,162
0.1,4520,-2016,-80
0.1,4530,-1920,-186
0.1,4540,-2008,84
0.1,4550,-2020,-144
0.1,4560,-1844,92
0.1,4570,-2076,-140
0.1,4580,-2332,-252
0.1,4590,-2056,-18
0.1,4600,-2116,-140
0.1,4610,-1828,-92
0.1,4620,-2168,54
0.1,4630,-1904,8
0.1,4640,-1972,-34
0.1,4650,-2320,-4
0.1,4660,-2080,-34
0.1,4670,-2060,-172
0.1,4680,-2152,62
0.1,4690,-2224,80
0.1,4700,-1956,-188
0.1,4710,-2092,154
0.1,4720,-2068,-118
0.1,4730,-2216,374
0.1,4740,-1908,14
0.1,4750,-1756,26
0.1,4760,-2056,110
0.1,4770,-2060,20
0.1,4780,-1916,140
0.1,4790,-2292,-168
0.1,4800,-1992,84
0.1,4810,-1720,-120
0.1,4820,-2096,176
0.1,4830,-2076,186
0.1,4840,-1772,64
0.1,4850,-2196,-52
0.1,4860,-2096,-112
0.1,4870,-2056,24
0.1,4880,-1904,26
0.1,4890,-2080,14
0.1,4900,-1880,-44
0.1,4910,-2072,54
0.1,4920,-2384,-16
0.1,4930,-2016,-368
0.1,4940,-2064,-110
0.1,4950,-1788,-170
0.1,4960,-1832,-204
0.1,4970,-2228,-52
0.1,4980,-2060,-116
0.1,4990,-2104,-22
0.1,5000,-1968,-184
0.1,5010,-2120,-186
0.1,5020,-2284,88
0.1,5030,-2164,-76
0.1,5040,-2088,2
0.1,5050,-2116,124
0.1,5060,-2364,-48
0.1,5070,-2176,44
0.1,5080,-2112,14
0.1,5090,-2080,-82
0.1,5100,-2300,170
0.1,5110,-1956,94
0.1,5120,-2084,46
0.1,5130,-2184,-260
0.1,5140,-2240,-66
0.1,5150,-1896,-64
0.1,5160,-2164,-160
0.1,5170,-2296,-140
0.1,5180,-2084,24
0.1,5190,-2164,90
0.1,5200,-2148,100
0.1,5210,-2084,-96
0.1,5220,-2168,-34
0.1,5230,-1912,128
0.1,5240,-2120,-20
0.1,5250,-2032,12
0.1,5260,-2048,88
0.1,5270,-2020,-12
0.1,5280,-2076,-140
0.1,5290,-2220,252
0.1,5300,-1924,38
0.1,5310,-1668,174
0.1,5320,-2076,-8
0.1,5330,-1964,94
0.1,5340,-1884,214
0.1,5350,-1920,104
0.1,5360,-1836,-46
0.1,5370,-1928,80
0.1,5380,-1908,150
0.1,5390,-1956,-208
0.1,5400,-2068,-180
0.1,5410,-1988,88
0.1,5420,-2056,-148
0.1,5430,-2172,-194
0.1,5440,-2216,104
0.1,5450,-1928,22
0.1,5460,-1892,-168
0.1,5470,-1992,-152
0.1,5480,-2124,-48
0.1,5490,-2040,16
0.1,5500,-2088,146
0.1,5510,-2268,298
0.1,5520,-2108,-26
0.1,5530,-1764,-110
0.1,5540,-2044,-66
0.1,5550,-2000,54
0.1,5560,-2072,-214
0.1,5570,-2124,-44
0.1,5580,-2020,-256
0.1,5590,-1984,-16
0.1,5600,-2016,174
0.1,5610,-2168,86
0.1,5620,-1912,28
0.1,5630,-1924,-64
0.1,5640,-1880,8
0.1,5650,-1916,-118
0.1,5660,-2236,10
0.1,5670,-1824,-78
0.1,5680,-2260,-90
0.1,5690,-1976,108
0.1,5700,-2044,12
0.1,5710,-1948,84
0.1,5720,-1936,-26
0.1,5730,-2048,136
0.1,5740,-2136,-116
0.1,5750,-1836,-174
0.1,5760,-2092,34
0.1,5770,-2028,-220
0.1,5780,-1880,-32
0.1,5790,-1984,214
0.1,5800,-1796,-190
0.1,5810,-2484,-28
0.1,5820,-2060,-148
0.1,5830,-1984,48
0.1,5840,-1788,24
0.1,5850,-1924,68
0.1,5860,-2024,-124
0.1,5870,-2096,210
0.1,5880,-1816,-38
0.1,5890,-2100,38
0.1,5900,-2132,-80
0.1,5910,-2072,-14
0.1,5920,-1920,18
0.1,5930,-2176,-76
0.1,5940,-1848,122
0.1,5950,-2176,-174
0.1,5960,-1940,-48
0.1,5970,-1860,-46
0.1,5980,-2064,82
0.1,5990,-2040,-114
0.1,6000,-2280,30
0.1,6010,-2136,-162
0.1,6020,-1776,-4
0.1,6030,-2276,218
0.1,6040,-2008,230
0.1,6050,-2000,44
0.1,6060,-1860,-198
0.1,6070,-2052,-44
0.1,6080,-2304,-38
0.1,6090,-1956,-132
0.1,6100,-1688,-12
0.1,6110,-1996,-2
0.1,6120,-1872,-36
0.1,6130,-1888,-146
0.1,6140,-1964,14
0.1,6150,-2232,26
0.1,6160,-2120,-20
0.1,6170,-2152,174
0.1,6180,-2072,122
0.1,6190,-1896,-134
0.1,6200,-2072,-22
0.1,6210,-2012,110
0.1,6220,-2028,-28
0.1,6230,-2016,108
0.1,6240,-2108,-118
0.1,6250,-1984,288
0.1,6260,-2288,82
0.1,6270,-1920,-248
0.1,6280,-1688,-2
0.1,6290,-2192,330
0.1,6300,-2036,80
0.1,6310,-1980,6
0.1,6320,-2028,-52
0.1,6330,-1912,82
0.1,6340,-1844,152
0.1,6350,-1992,68
0.1,6360,-1968,-40
0.1,6370,-2232,-24
0.1,6380,-1996,-230
0.1,6390,-1852,-134
0.1,6400,-2104,-82
0.1,6410,-1964,248
0.1,6420,-2084,0
0.1,6430,-1980,-56
0.1,6440,-1936,114
0.1,6450,-2152,12
0.1,6460,-2192,-90
0.1,6470,-2196,50
0.1,6480,-2088,78
0.1,6490,-1872,200
0.1,6500,-1976,-96
0.1,6510,-1972,36
0.1,6520,-1904,-222
0.1,6530,-1916,0
0.1,6540,-1964,112
0.1,6550,-2044,56
0.1,6560,-2028,-52
0.1,6570,-2048,-224
0.1,6580,-2088,190
0.1,6590,-2008,58
0.1,6600,-2108,104
0.1,6610,-2024,172
0.1,6620,-1904,-132
0.1,6630,-2056,82
0.1,6640,-1936,0
0.1,6650,-2180,92
0.1,6660,-2160,-114
0.1,6670,-1972,48
0.1,6680,-1816,264
0.1,6690,-1956,66
0.1,6700,-1720,136
0.1,6710,-2216,56
0.1,6720,-2180,42
0.1,6730,-2084,238
0.1,6740,-1868,-46
0.1,6750,-1980,-192
0.1,6760,-2084,12
0.1,6770,-1880,212
0.1,6780,-2168,-146
0.1,6790,-1852,-34
0.1,6800,-1916,-100
0.1,6810,-2172,82
0.1,6820,-1916,84
0.1,6830,-1732,44
0.1,6840,-1924,-120
0.1,6850,-2120,192
0.1,6860,-2196,-162
0.1,6870,-2168,198
0.1,6880,-1928,70
0.1,6890,-1956,74
0.1,6900,-2068,24
0.1,6910,-1976,166
0.1,6920,-2108,12
0.1,6930,-1956,-38
0.1,6940,-2208,-248
0.1,6950,-1856,144
0.1,6960,-1936,-94
0.1,6970,-2348,188
0.1,6980,-1972,76
0.1,6990,-1672,98
0.1,7000,-1904,-36
0.1,7010,-1972,-60
0.1,7020,-2016,84
0.1,7030,-2044,-40
0.1,7040,-2176,68
0.1,7050,-2056,-310
0.1,7060,-1672,16
0.1,7070,-1928,64
0.1,7080,-2180,158
0.1,7090,-1964,-94
0.1,7100,-1964,48
0.1,7110,-2076,40
0.1,7120,-1912,-442
0.1,7130,-1904,-10
0.1,7140,-1872,-26
0.1,7150,-2068,-50
0.1,7160,-2284,-272
0.1,7170,-1856,-46
0.1,7180,-2064,172
0.1,7190,-1920,-62
0.1,7200,-2204,258
0.1,7210,-1884,76
0.1,7220,-2160,-48
0.1,7230,-2300,104
0.1,7240,-2128,10
0.1,7250,-1964,2
0.1,7260,-1816,8
0.1,7270,-1768,146
0.1,7280,-1924,92
0.1,7290,-2000,-54
0.1,7300,-2168,-42
0.1,7310,-2160,370
0.1,7320,-1772,-178
0.1,7330,-2028,130
0.1,7340,-2032,12
0.1,7350,-2136,-140
0.1,7360,-1844,142
0.1,7370,-2184,-40
0.1,7380,-2212,-114
0.1,7390,-2128,-112
0.1,7400,-2176,268
0.1,7410,-2228,386
0.1,7420,-2156,-70
0.1,7430,-2048,-24
0.1,7440,-1904,2
0.1,7450,-2276,80
0.1,7460,-1868,92
0.1,7470,-2144,-152
0.1,7480,-2100,-6
0.1,7490,-2196,236
0.1,7500,-1888,-114
0.1,7510,-2100,6
0.1,7520,-2156,-82
0.1,7530,-2260,-298
0.1,7540,-1848,-16
0.1,7550,-1936,-20
0.1,7560,-2108,158
0.1,7570,-1892,32
0.1,7580,-2124,110
0.1,7590,-2032,60
0.1,7600,-1796,186
0.1,7610,-1960,196
0.1,7620,-1964,6
0.1,7630,-2020,-72
0.1,7640,-1844,-150
0.1,7650,-1880,22
0.1,7660,-2060,-112
0.1,7670,-1900,80
0.1,7680,-1940,-16
0.1,7690,-2148,-12
0.1,7700,-1912,-200
0.1,7710,-2028,-50
0.1,7720,-1976,-238
0.1,7730,-2008,-234
0.1,7740,-2236,-110
0.1,7750,-2188,186
0.1,7760,-2012,44
0.1,7770,-2156,122
0.1,7780,-2060,0
0.1,7790,-2232,-140
0.1,7800,-2052,294
0.1,7810,-2008,162
0.1,7820,-1976,120
0.1,7830,-2072,320
0.1,7840,-1908,-70
0.1,7850,-1992,-238
0.1,7860,-1800,-28
0.1,7870,-2116,-226
0.1,7880,-1928,198
0.1,7890,-2104,-42
0.1,7900,-2104,46
0.1,7910,-2020,-70
0.1,7920,-2140,-20
0.1,7930,-2000,-24
0.1,7940,-2004,-92
0.1,7950,-1932,246
0.1,7960,-2052,86
0.1,7970,-1884,-206
0.1,7980,-1804,-40
0.1,7990,-2004,-52
0.1,8000,-1836,148
0.1,8010,-2088,-8
0.1,8020,-2200,-32
0.1,8030,-1896,-96
0.1,8040,-1928,180
0.1,8050,-1864,270
0.1,8060,-1948,202
0.1,8070,-1880,114
0.1,8080,-2152,-14
0.1,8090,-1932,-6
0.1,8100,-2284,-30
0.1,8110,-2296,20
0.1,8120,-1976,-10
0.1,8130,-2052,-52
0.1,8140,-1848,212
0.1,8150,-1568,410
0.1,8160,-2224,130
0.1,8170,-1740,68
0.1,8180,-2020,-62
0.1,8190,-2036,100
0.1,8200,-2068,-176
0.1,8210,-1916,34
0.1,8220,-1932,-150
0.1,8230,-2040,60
0.1,8240,-2260,166
0.1,8250,-1852,102
0.1,8260,-2084,-4
0.1,8270,-2184,128
0.1,8280,-1944,-144
0.1,8290,-2112,-124
0.1,8300,-1968,-62
0.1,8310,-2128,66
0.1,8320,-1968,276
0.1,8330,-2116,218
0.1,8340,-1932,-40
0.1,8350,-2020,-24
0.1,8360,-1976,68
0.1,8370,-1808,-134
0.1,8380,-2204,86
0.1,8390,-1840,22
0.1,8400,-2132,90
0.1,8410,-1944,-20
0.1,8420,-1940,224
0.1,8430,-2080,-30
0.1,8440,-1888,-132
0.1,8450,-1988,-118
0.1,8460,-2120,-22
0.1,8470,-2296,-42
0.1,8480,-2276,-152
0.1,8490,-1848,54
0.1,8500,-1908,-200
0.1,8510,-1896,-190
0.1,8520,-2124,-2
0.1,8530,-1828,20
0.1,8540,-2044,122
0.1,8550,-1968,188
0.1,8560,-2232,-246
0.1,8570,-1992,-284
0.1,8580,-1816,-30
0.1,8590,-1560,-76
0.1,8600,-1836,-156
0.1,8610,-1960,216
0.1,8620,-2060,-226
0.1,8630,-2000,130
0.1,8640,-2088,-210
0.1,8650,-1988,-106
0.1,8660,-1940,6
0.1,8670,-1948,-80
0.1,8680,-2036,8
0.1,8690,-2024,110
0.1,8700,-2040,326
0.1,8710,-1968,-4
0.1,8720,-2012,20
0.1,8730,-1888,-264
0.1,8740,-1964,162
0.1,8750,-2008,-216
0.1,8760,-2004,184
0.1,8770,-1996,100
0.1,8780,-2060,16
0.1,8790,-2260,112
0.1,8800,-2012,106
0.1,8810,-2152,28
0.1,8820,-2028,-120
0.1,8830,-1904,0
0.1,8840,-1892,26
0.1,8850,-1896,4
0.1,8860,-2108,178
0.1,8870,-1864,-2
0.1,8880,-2052,286
0.1,8890,-1984,-112
0.1,8900,-1772,-6
0.1,8910,-1924,210
0.1,8920,-2016,-12
0.1,8930,-2012,68
0.1,8940,-2176,34
0.1,8950,-2044,136
0.1,8960,-2180,-82
0.1,8970,-2092,-170
0.1,8980,-2040,72
0.1,8990,-1948,34
0.1,9000,-2036,218
0.1,9010,-1736,14
0.1,9020,-2092,-72
0.1,9030,-1832,-170
0.1,9040,-1908,236
0.1,9050,-2180,-16
0.1,9060,-1868,4
0.1,9070,-2132,-48
0.1,9080,-2400,122
0.1,9090,-1920,72
0.1,9100,-2232,-164
0.1,9110,-2088,206
0.1,9120,-2316,2
0.1,9130,-1968,-156
0.1,9140,-1932,-84
0.1,9150,-1944,-214
0.1,9160,-2064,-234
0.1,9170,-1968,130
0.1,9180,-2060,-70
0.1,9190,-1848,84
0.1,9200,-2112,230
0.1,9210,-2000,-200
0.1,9220,-2128,-90
0.1,9230,-2000,-2
0.1,9240,-2012,86
0.1,9250,-2400,116
0.1,9260,-1960,42
0.1,9270,-2008,56
0.1,9280,-2144,-126
0.1,9290,-2072,4
0.1,9300,-2312,-68
0.1,9310,-1920,-90
0.1,9320,-1820,-56
0.1,9330,-2160,4
0.1,9340,-1972,66
0.1,9350,-2116,86
0.1,9360,-2048,166
0.1,9370,-2008,320
0.1,9380,-1868,-158
0.1,9390,-2060,-36
0.1,9400,-2164,-80
0.1,9410,-2124,-24
0.1,9420,-1936,62
0.1,9430,-1868,-42
0.1,9440,-1916,-48
0.1,9450,-2016,-56
0.1,9460,-2052,180
0.1,9470,-2008,-64
0.1,9480,-2032,-40
0.1,9490,-2168,-248
0.1,9500,-1888,226
0.1,9510,-1944,34
0.1,9520,-1956,-170
0.1,9530,-2124,-122
0.1,9540,-2072,66
0.1,9550,-1688,-142
0.1,9560,-1956,248
0.1,9570,-1988,-10
0.1,9580,-2132,-326
0.1,9590,-2236,-60
0.1,9600,-2184,14
0.1,9610,-1908,-46
0.1,9620,-2120,194
0.1,9630,-2112,60
0.1,9640,-2136,18
0.1,9650,-2140,124
0.1,9660,-1992,-92
0.1,9670,-1836,8
0.1,9680,-2012,-112
0.1,9690,-1740,250
0.1,9700,-2096,-60
0.1,9710,-2040,-28
0.1,9720,-2176,-56
0.1,9730,-1828,-54
0.1,9740,-1880,62
0.1,9750,-2080,136
0.1,9760,-1900,106
0.1,9770,-2064,220
0.1,9780,-1848,-244
0.1,9790,-1904,186
0.1,9800,-2120,-88
0.1,9810,-2112,26
0.1,9820,-1828,122
0.1,9830,-2128,104
0.1,9840,-1952,48
0.1,9850,-2088,-150
0.1,9860,-2160,4
0.1,9870,-2088,268
0.1,9880,-2084,26
0.1,9890,-2340,-18
0.1,9900,-2020,146
0.1,9910,-2156,-130
0.1,9920,-2072,-20
0.1,9930,-2260,38
0.1,9940,-2064,198
0.1,9950,-1900,-62
0.1,9960,-2060,168
0.1,9970,-2088,-106
0.1,9980,-1864,-148
0.1,9990,-2064,68
0.2,1000,-4232,-222
0.2,1010,-4360,-38
0.2,1020,-4184,-340
0.2,1030,-4508,98
0.2,1040,-4424,-202
0.2,1050,-4136,-154
0.2,1060,-4280,10
0.2,1070,-4252,-302
0.2,1080,-4592,342
0.2,1090,-4356,2
0.2,1100,-4316,150
0.2,1110,-4200,78
0.2,1120,-4360,-88
0.2,1130,-4488,-84
0.2,1140,-4036,116
0.2,1150,-4368,-84
0.2,1160,-4540,208
0.2,1170,-3988,124
0.2,1180,-4328,-170
0.2,1190,-4464,114
0.2,1200,-4208,-150
0.2,1210,-4528,-244
0.2,1220,-4036,-304
0.2,1230,-4416,-148
0.2,1240,-4320,-114
0.2,1250,-4324,116
0.2,1260,-4584,-206
0.2,1270,-4492,72
0.2,1280,-4160,100
0.2,1290,-4188,118
0.2,1300,-4296,58
0.2,1310,-4652,-154
0.2,1320,-4248,-46
0.2,1330,-4260,-56
0.2,1340,-4416,142
0.2,1350,-4084,-316
0.2,1360,-4148,0
0.2,1370,-4344,-200
0.2,1380,-4228,-50
0.2,1390,-4428,48
0.2,1400,-4336,62
0.2,1410,-4260,-38
0.2,1420,-4588,-80
0.2,1430,-4224,4
0.2,1440,-4424,202
0.2,1450,-4028,-170
0.2,1460,-4460,166
0.2,1470,-4388,-98
0.2,1480,-4080,82
0.2,1490,-4688,128
0.2,1500,-4320,24
0.2,1510,-4468,-120
0.2,1520,-4048,90
0.2,1530,-4416,68
0.2,1540,-4144,486
0.2,1550,-4048,386
0.2,1560,-4532,-360
0.2,1570,-4496,-146
0.2,1580,-4128,-222
0.2,1590,-4288,-112
0.2,1600,-4408,-66
0.2,1610,-4328,36
0.2,1620,-4344,-178
0.2,1630,-4256,6
0.2,1640,-4520,-6
0.2,1650,-4140,-102
0.2,1660,-4460,60
0.2,1670,-4292,120
0.2,1680,-4268,4
0.2,1690,-3964,-168
0.2,1700,-4308,-174
0.2,1710,-4388,132
0.2,1720,-4256,-160
0.2,1730,-4096,164
0.2,1740,-4064,-16
0.2,1750,-4412,-174
0.2,1760,-4380,-38
0.2,1770,-4172,78
0.2,1780,-4292,50
0.2,1790,-4164,40
0.2,1800,-4236,18
0.2,1810,-4436,-10
0.2,1820,-4424,-198
0.2,1830,-4160,248
0.2,1840,-4252,94
0.2,1850,-4340,68
0.2,1860,-4240,-80
0.2,1870,-4504,-280
0.2,1880,-4560,-250
0.2,1890,-4128,-70
0.2,1900,-4516,148
0.2,1910,-4288,-70
0.2,1920,-3984,42
0.2,1930,-4228,-190
0.2,1940,-4228,294
0.2,1950,-4204,-8
0.2,1960,-4636,-90
0.2,1970,-4268,212
0.2,1980,-4260,-176
0.2,1990,-4748,-28
0.2,2000,-4256,110
0.2,2010,-4492,208
0.2,2020,-4112,182
0.2,2030,-4232,-96
0.2,2040,-4216,-220
0.2,2050,-4168,146
0.2,2060,-4376,60
0.2,2070,-3952,-210
0.2,2080,-4212,-204
0.2,2090,-4460,-168
0.2,2100,-4328,-134
0.2,2110,-4472,-98
0.2,2120,-4296,200
0.2,2130,-3924,-126
0.2,2140,-4052,-346
0.2,2150,-4316,36
0.2,2160,-4296,88
0.2,2170,-4280,-150
0.2,2180,-4408,-52
0.2,2190,-4108,-170
0.2,2200,-4056,-176
0.2,2210,-4504,78
0.2,2220,-4344,84
0.2,2230,-4504,-76
0.2,2240,-4568,-350
0.2,2250,-4188,-48
0.2,2260,-4232,-392
0.2,2270,-4336,-162
0.2,2280,-4116,-12
0.2,2290,-4236,232
0.2,2300,-4148,140
0.2,2310,-4272,-72
0.2,2320,-4488,-186
0.2,2330,-4428,84
