Beta,Step,Energy,Magnetization
0.3,6790,-6980,400
0.3,6800,-6860,-72
0.3,6810,-6604,34
0.3,6820,-7220,-176
0.3,6830,-6788,-122
0.3,6840,-7192,-120
0.3,6850,-6896,34
0.3,6860,-6852,-152
0.3,6870,-7244,250
0.3,6880,-7092,0
0.3,6890,-6928,84
0.3,6900,-6988,-34
0.3,6910,-7188,-178
0.3,6920,-7012,-14
0.3,6930,-6864,344
0.3,6940,-7224,-144
0.3,6950,-7100,-150
0.3,6960,-6972,-174
0.3,6970,-7204,-298
0.3,6980,-6824,-364
0.3,6990,-7128,146
0.3,7000,-7172,-86
0.3,7010,-6892,236
0.3,7020,-7092,4
0.3,7030,-6980,-408
0.3,7040,-7120,342
0.3,7050,-7240,50
0.3,7060,-7352,-318
0.3,7070,-7188,176
0.3,7080,-7056,130
0.3,7090,-6960,-322
0.3,7100,-7088,256
0.3,7110,-7220,130
0.3,7120,-6920,232
0.3,7130,-7148,56
0.3,7140,-7116,444
0.3,7150,-7448,50
0.3,7160,-6736,-444
0.3,7170,-6960,-264
0.3,7180,-6984,124
0.3,7190,-7008,-44
0.3,7200,-7236,0
0.3,7210,-7176,274
0.3,7220,-6872,-6
0.3,7230,-7044,-166
0.3,7240,-7196,116
0.3,7250,-7248,248
0.3,7260,-6924,-450
0.3,7270,-6756,-596
0.3,7280,-7272,-454
0.3,7290,-7040,24
0.3,7300,-7184,62
0.3,7310,-7336,-458
0.3,7320,-7008,316
0.3,7330,-7168,-278
0.3,7340,-6964,-356
0.3,7350,-7216,-356
0.3,7360,-6932,-254
0.3,7370,-6932,-308
0.3,7380,-7112,372
0.3,7390,-6936,56
0.3,7400,-7056,-356
0.3,7410,-7188,-260
0.3,7420,-7048,-216
0.3,7430,-7164,108
0.3,7440,-6968,-136
0.3,7450,-7228,4
0.3,7460,-7320,50
0.3,7470,-7168,-44
0.3,7480,-6860,140
0.3,7490,-7144,606
0.3,7500,-7120,222
0.3,7510,-6920,246
0.3,7520,-6916,168
0.3,7530,-7048,108
0.3,7540,-6932,398
0.3,7550,-6864,560
0.3,7560,-7040,-126
0.3,7570,-6880,84
0.3,7580,-7160,76
0.3,7590,-6936,98
0.3,7600,-6912,228
0.3,7610,-7160,48
0.3,7620,-6984,-490
0.3,7630,-6968,-246
0.3,7640,-7124,368
0.3,7650,-6704,160
0.3,7660,-7132,-16
0.3,7670,-7108,24
0.3,7680,-7060,334
0.3,7690,-7308,158
0.3,7700,-6924,-230
0.3,7710,-7156,78
0.3,7720,-7308,30
0.3,7730,-7100,-290
0.3,7740,-7272,-134
0.3,7750,-6964,110
0.3,7760,-6940,162
0.3,7770,-7324,6
0.3,7780,-7180,290
0.3,7790,-7152,-240
0.3,7800,-6820,-472
0.3,7810,-7176,-20
0.3,7820,-6960,508
0.3,7830,-7148,702
0.3,7840,-7056,394
0.3,7850,-6972,370
0.3,7860,-6952,-54
0.3,7870,-7060,42
0.3,7880,-7032,-402
0.3,7890,-7140,-122
0.3,7900,-7172,676
0.3,7910,-6988,-156
0.3,7920,-6992,18
0.3,7930,-6884,-334
0.3,7940,-7256,-36
0.3,7950,-7060,-106
0.3,7960,-7300,480
0.3,7970,-7100,338
0.3,7980,-6908,-456
0.3,7990,-6980,-106
0.3,8000,-7048,184
0.3,8010,-7008,24
0.3,8020,-6808,680
0.3,8030,-6968,334
0.3,8040,-7000,478
0.3,8050,-6760,372
0.3,8060,-6844,-246
0.3,8070,-6972,-60
0.3,8080,-6796,132
0.3,8090,-7132,224
0.3,8100,-7192,-44
0.3,8110,-7044,-298
0.3,8120,-7288,142
0.3,8130,-7064,96
0.3,8140,-7220,-214
0.3,8150,-6876,-12
0.3,8160,-6744,-398
0.3,8170,-6992,6
0.3,8180,-7096,-244
0.3,8190,-7084,-148
0.3,8200,-7056,-168
0.3,8210,-7236,-318
0.3,8220,-6988,-164
0.3,8230,-7212,-150
0.3,8240,-6820,-76
0.3,8250,-6952,206
0.3,8260,-6628,104
0.3,8270,-7008,212
0.3,8280,-7208,148
0.3,8290,-6976,-130
0.3,8300,-7148,-44
0.3,8310,-7076,130
0.3,8320,-6840,186
0.3,8330,-6616,108
0.3,8340,-6828,426
0.3,8350,-7048,26
0.3,8360,-6672,204
0.3,8370,-6628,-78
0.3,8380,-7216,-628
0.3,8390,-7056,132
0.3,8400,-7288,314
0.3,8410,-6952,194
0.3,8420,-7100,-132
0.3,8430,-6988,54
0.3,8440,-7092,40
0.3,8450,-7008,-164
0.3,8460,-6840,-130
0.3,8470,-7056,-216
0.3,8480,-7172,-192
0.3,8490,-7004,8
0.3,8500,-7224,388
0.3,8510,-7172,346
0.3,8520,-7212,-176
0.3,8530,-7000,-50
0.3,8540,-7144,506
0.3,8550,-7176,-276
0.3,8560,-7228,42
0.3,8570,-6932,82
0.3,8580,-7036,260
0.3,8590,-6664,364
0.3,8600,-6684,-12
0.3,8610,-6816,370
0.3,8620,-7136,376
0.3,8630,-7148,588
0.3,8640,-7244,316
0.3,8650,-6840,38
0.3,8660,-6772,474
0.3,8670,-7100,504
0.3,8680,-7192,160
0.3,8690,-7192,176
0.3,8700,-7012,-46
0.3,8710,-7304,-338
0.3,8720,-7140,-162
0.3,8730,-6624,-158
0.3,8740,-7004,-340
0.3,8750,-6980,-458
0.3,8760,-6772,-14
0.3,8770,-7024,250
0.3,8780,-7388,-220
0.3,8790,-6992,-186
0.3,8800,-6960,184
0.3,8810,-6892,120
0.3,8820,-6796,254
0.3,8830,-7040,90
0.3,8840,-6848,48
0.3,8850,-7208,350
0.3,8860,-6980,-260
0.3,8870,-6852,-188
0.3,8880,-7080,36
0.3,8890,-7080,-368
0.3,8900,-7156,-186
0.3,8910,-6764,-68
0.3,8920,-7164,-132
0.3,8930,-6912,-92
0.3,8940,-6980,454
0.3,8950,-7152,-402
0.3,8960,-7192,172
0.3,8970,-7024,-90
0.3,8980,-7108,-404
0.3,8990,-6884,46
0.3,9000,-7232,-96
0.3,9010,-7204,32
0.3,9020,-7476,266
0.3,9030,-7244,488
0.3,9040,-6928,-204
0.3,9050,-7208,318
0.3,9060,-7192,504
0.3,9070,-6852,90
0.3,9080,-6988,136
0.3,9090,-7160,474
0.3,9100,-7104,-166
0.3,9110,-7000,-320
0.3,9120,-7320,64
0.3,9130,-6992,-186
0.3,9140,-6900,102
0.3,9150,-6908,-134
0.3,9160,-7028,-68
0.3,9170,-6972,-98
0.3,9180,-6960,350
0.3,9190,-7248,212
0.3,9200,-7048,24
0.3,9210,-6764,154
0.3,9220,-7168,-290
0.3,9230,-7008,-150
0.3,9240,-7128,302
0.3,9250,-6876,172
0.3,9260,-7268,46
0.3,9270,-7248,214
0.3,9280,-6932,376
0.3,9290,-6588,172
0.3,9300,-6840,-168
0.3,9310,-6908,-342
0.3,9320,-7080,334
0.3,9330,-7056,-200
0.3,9340,-7220,-88
0.3,9350,-6956,476
0.3,9360,-7472,-178
0.3,9370,-7116,-364
0.3,9380,-6868,-66
0.3,9390,-6888,-206
0.3,9400,-7288,-294
0.3,9410,-6880,-168
0.3,9420,-6988,286
0.3,9430,-7476,824
0.3,9440,-6892,42
0.3,9450,-6944,6
0.3,9460,-7068,-162
0.3,9470,-7156,32
0.3,9480,-7228,-88
0.3,9490,-7292,-254
0.3,9500,-7200,-236
0.3,9510,-7204,-114
0.3,9520,-6844,414
0.3,9530,-6976,144
0.3,9540,-6816,-164
0.3,9550,-7200,356
0.3,9560,-7260,56
0.3,9570,-7072,24
0.3,9580,-7048,132
0.3,9590,-7236,-108
0.3,9600,-7000,560
0.3,9610,-6944,328
0.3,9620,-7012,-38
0.3,9630,-7136,-70
0.3,9640,-7048,78
0.3,9650,-6948,-82
0.3,9660,-7288,-82
0.3,9670,-6992,-132
0.3,9680,-7048,-2
0.3,9690,-7112,-494
0.3,9700,-6804,-272
0.3,9710,-7196,-232
0.3,9720,-7088,-6
0.3,9730,-6936,86
0.3,9740,-7056,-222
0.3,9750,-6884,238
0.3,9760,-7164,66
0.3,9770,-7084,-278
0.3,9780,-6612,-102
0.3,9790,-6984,218
0.3,9800,-7064,-310
0.3,9810,-7040,-342
0.3,9820,-7240,-132
0.3,9830,-7192,-84
0.3,9840,-7348,-374
0.3,9850,-6764,128
0.3,9860,-6744,320
0.3,9870,-6976,100
0.3,9880,-6960,184
0.3,9890,-7068,200
0.3,9900,-6904,330
0.3,9910,-6844,102
0.3,9920,-6868,356
0.3,9930,-7376,-336
0.3,9940,-7084,-54
0.3,9950,-7192,-436
0.3,9960,-7060,-158
0.3,9970,-7036,356
0.3,9980,-7244,-150
0.3,9990,-7300,782
0.4,1000,-10932,700
0.4,1010,-11092,1198
0.4,1020,-11112,1292
0.4,1030,-11432,1156
0.4,1040,-10904,678
0.4,1050,-10992,748
0.4,1060,-11356,968
0.4,1070,-11004,1076
0.4,1080,-11044,842
0.4,1090,-10944,372
0.4,1100,-11108,864
0.4,1110,-11008,540
0.4,1120,-11408,640
0.4,1130,-10860,340
0.4,1140,-11040,694
0.4,1150,-11444,734
0.4,1160,-10712,716
0.4,1170,-10808,802
0.4,1180,-11184,1056
0.4,1190,-11292,1082
0.4,1200,-11512,1156
0.4,1210,-11500,486
0.4,1220,-10764,534
0.4,1230,-11044,652
0.4,1240,-10664,414
0.4,1250,-11284,336
0.4,1260,-11476,-394
0.4,1270,-11188,-708
0.4,1280,-11292,-1050
0.4,1290,-11280,-1586
0.4,1300,-11148,-1448
0.4,1310,-10796,-908
0.4,1320,-11252,-510
0.4,1330,-11116,-724
0.4,1340,-10904,-396
0.4,1350,-11032,16
0.4,1360,-11044,-412
0.4,1370,-11180,-716
0.4,1380,-11080,238
0.4,1390,-10948,36
0.4,1400,-11332,-344
0.4,1410,-11004,-746
0.4,1420,-10884,-1190
0.4,1430,-10916,-724
0.4,1440,-11180,-1084
0.4,1450,-11300,-888
0.4,1460,-11588,-822
0.4,1470,-11144,-254
0.4,1480,-11372,-516
0.4,1490,-11076,-654
0.4,1500,-10916,-750
0.4,1510,-11328,-1306
0.4,1520,-11496,-1304
0.4,1530,-10892,-822
0.4,1540,-10904,-1346
0.4,1550,-10972,-806
0.4,1560,-10732,-496
0.4,1570,-10792,-268
0.4,1580,-10964,-396
0.4,1590,-11316,248
0.4,1600,-10836,574
0.4,1610,-11160,158
0.4,1620,-11152,476
0.4,1630,-11112,620
0.4,1640,-10904,1338
0.4,1650,-10868,1136
0.4,1660,-11004,742
0.4,1670,-10976,496
0.4,1680,-11552,966
0.4,1690,-11572,1398
0.4,1700,-11160,1248
0.4,1710,-11136,46
0.4,1720,-10992,-156
0.4,1730,-10836,-420
0.4,1740,-11232,-208
0.4,1750,-11268,-166
0.4,1760,-11212,222
0.4,1770,-11328,382
0.4,1780,-11368,244
0.4,1790,-11316,-192
0.4,1800,-11188,-172
0.4,1810,-11036,-358
0.4,1820,-11400,18
0.4,1830,-10996,-178
0.4,1840,-11496,-518
0.4,1850,-10968,-444
0.4,1860,-11172,-216
0.4,1870,-11004,280
0.4,1880,-11424,730
0.4,1890,-11292,562
0.4,1900,-10884,444
0.4,1910,-11316,-154
0.4,1920,-11428,-466
0.4,1930,-11180,-816
0.4,1940,-11024,-638
0.4,1950,-10956,36
0.4,1960,-11104,338
0.4,1970,-10708,668
0.4,1980,-11236,386
0.4,1990,-10968,450
0.4,2000,-10904,346
0.4,2010,-11120,-156
0.4,2020,-11500,-394
0.4,2030,-11376,-242
0.4,2040,-11088,198
0.4,2050,-11028,-126
0.4,2060,-11288,322
0.4,2070,-11144,318
0.4,2080,-11256,566
0.4,2090,-11728,1692
0.4,2100,-11784,1602
0.4,2110,-11416,1028
0.4,2120,-11108,1018
0.4,2130,-11192,536
0.4,2140,-11096,238
0.4,2150,-10648,10
0.4,2160,-11244,-156
0.4,2170,-10920,414
0.4,2180,-11520,990
0.4,2190,-11052,960
0.4,2200,-10908,1360
0.4,2210,-11044,1042
0.4,2220,-10972,1004
0.4,2230,-11188,536
0.4,2240,-11064,1120
0.4,2250,-11004,1026
0.4,2260,-11224,116
0.4,2270,-10808,408
0.4,2280,-10684,1040
0.4,2290,-11324,1088
0.4,2300,-10872,1058
0.4,2310,-11260,744
0.4,2320,-11232,1134
0.4,2330,-10960,890
0.4,2340,-11188,914
0.4,2350,-11560,1048
0.4,2360,-11152,710
0.4,2370,-10992,654
0.4,2380,-10992,122
0.4,2390,-11704,-62
0.4,2400,-11292,-596
0.4,2410,-11220,-398
0.4,2420,-11516,-358
0.4,2430,-11060,-534
0.4,2440,-11004,-1280
0.4,2450,-10996,-1378
0.4,2460,-11008,-1398
0.4,2470,-11076,-1428
0.4,2480,-11244,-1500
0.4,2490,-11328,-1740
0.4,2500,-10968,-1112
0.4,2510,-11140,-900
0.4,2520,-11076,-638
0.4,2530,-11128,-268
0.4,2540,-11200,144
0.4,2550,-11104,-304
0.4,2560,-11292,-206
0.4,2570,-11328,402
0.4,2580,-11084,828
0.4,2590,-11008,1296
0.4,2600,-11184,1494
0.4,2610,-11444,1338
0.4,2620,-11380,1390
0.4,2630,-11148,1754
0.4,2640,-11096,1440
0.4,2650,-11480,1454
0.4,2660,-11292,1144
0.4,2670,-10976,1000
0.4,2680,-10984,592
0.4,2690,-11320,94
0.4,2700,-11380,-316
0.4,2710,-11120,-466
0.4,2720,-11184,-576
0.4,2730,-11184,-564
0.4,2740,-10896,-692
0.4,2750,-11224,-740
0.4,2760,-11452,-860
0.4,2770,-10956,-982
0.4,2780,-11484,-1154
0.4,2790,-10888,-586
0.4,2800,-10816,-366
0.4,2810,-10696,-128
0.4,2820,-11372,-378
0.4,2830,-10844,-450
0.4,2840,-11020,-1006
0.4,2850,-11088,-830
0.4,2860,-11076,-762
0.4,2870,-11200,-762
0.4,2880,-10720,-192
0.4,2890,-11092,210
0.4,2900,-11164,-334
0.4,2910,-10840,-848
0.4,2920,-10960,-344
0.4,2930,-10944,-860
0.4,2940,-11168,-636
0.4,2950,-10852,-1412
0.4,2960,-11288,-1456
0.4,2970,-11024,-2054
0.4,2980,-11208,-1934
0.4,2990,-11260,-1820
0.4,3000,-11240,-1198
0.4,3010,-10944,-522
0.4,3020,-11184,-182
0.4,3030,-11192,-134
0.4,3040,-11036,-444
0.4,3050,-11120,208
0.4,3060,-11168,342
0.4,3070,-11036,82
0.4,3080,-11216,-484
0.4,3090,-10936,-488
0.4,3100,-10656,-54
0.4,3110,-11008,-470
0.4,3120,-11160,-1184
0.4,3130,-10964,-958
0.4,3140,-10824,-1272
0.4,3150,-10856,-1060
0.4,3160,-10992,-654
0.4,3170,-11492,-396
0.4,3180,-11436,122
0.4,3190,-10644,256
0.4,3200,-11176,882
0.4,3210,-11012,370
0.4,3220,-10916,-200
0.4,3230,-11244,-180
0.4,3240,-11624,492
0.4,3250,-11528,96
0.4,3260,-11204,-48
0.4,3270,-11540,-328
0.4,3280,-11356,26
0.4,3290,-11188,520
0.4,3300,-11280,488
0.4,3310,-11360,196
0.4,3320,-11112,298
0.4,3330,-11524,832
0.4,3340,-11364,756
0.4,3350,-11460,440
0.4,3360,-11188,496
0.4,3370,-10812,644
0.4,3380,-11032,488
0.4,3390,-10880,594
0.4,3400,-11416,100
0.4,3410,-11180,-198
0.4,3420,-10960,534
0.4,3430,-10968,824
0.4,3440,-11220,348
0.4,3450,-11032,-2
0.4,3460,-11104,80
0.4,3470,-11100,452
0.4,3480,-10960,494
0.4,3490,-11060,172
0.4,3500,-11120,-566
0.4,3510,-10912,-270
0.4,3520,-11116,56
0.4,3530,-11232,388
0.4,3540,-11248,644
0.4,3550,-11052,-90
0.4,3560,-10876,-34
0.4,3570,-10988,-14
0.4,3580,-11060,-544
0.4,3590,-10812,82
0.4,3600,-11152,534
0.4,3610,-11440,1100
0.4,3620,-10744,368
0.4,3630,-11424,824
0.4,3640,-11424,1060
0.4,3650,-11192,630
0.4,3660,-11596,400
0.4,3670,-11352,544
0.4,3680,-11200,664
0.4,3690,-11048,312
0.4,3700,-11156,488
0.4,3710,-10712,260
0.4,3720,-10884,120
0.4,3730,-11024,304
0.4,3740,-11332,682
0.4,3750,-11140,438
0.4,3760,-11680,602
0.4,3770,-11492,694
0.4,3780,-10972,868
0.4,3790,-11012,916
0.4,3800,-10912,630
0.4,3810,-10932,8
0.4,3820,-11204,-26
0.4,3830,-10760,392
0.4,3840,-11056,332
0.4,3850,-11116,172
0.4,3860,-11264,42
0.4,3870,-10976,244
0.4,3880,-10644,742
0.4,3890,-10996,34
0.4,3900,-11128,-366
0.4,3910,-10952,-364
0.4,3920,-10984,76
0.4,3930,-10972,710
0.4,3940,-10784,-46
0.4,3950,-11008,-426
0.4,3960,-10884,-868
0.4,3970,-10792,-636
0.4,3980,-11340,-544
0.4,3990,-10792,-92
0.4,4000,-11072,360
0.4,4010,-10936,272
0.4,4020,-11068,-310
0.4,4030,-10924,368
0.4,4040,-10916,658
0.4,4050,-11132,616
0.4,4060,-10888,644
0.4,4070,-10844,624
0.4,4080,-10736,718
0.4,4090,-11148,758
0.4,4100,-11388,38
0.4,4110,-11132,314
0.4,4120,-11244,148
0.4,4130,-10852,180
0.4,4140,-10944,152
0.4,4150,-11176,-280
0.4,4160,-10824,-242
0.4,4170,-11372,-42
0.4,4180,-10892,-226
0.4,4190,-10968,-302
0.4,4200,-11060,-90
0.4,4210,-11300,154
0.4,4220,-10864,436
0.4,4230,-11060,870
0.4,4240,-10484,954
0.4,4250,-10856,872
0.4,4260,-10852,262
0.4,4270,-11052,610
0.4,4280,-10968,1300
0.4,4290,-11224,964
0.4,4300,-11072,534
0.4,4310,-11128,496
0.4,4320,-11292,520
0.4,4330,-11348,754
0.4,4340,-11108,780
0.4,4350,-11416,316
0.4,4360,-11424,412
0.4,4370,-11256,370
0.4,4380,-11464,584
0.4,4390,-10872,636
0.4,4400,-11132,1058
0.4,4410,-11196,978
0.4,4420,-11268,1012
0.4,4430,-10996,682
0.4,4440,-11068,598
0.4,4450,-10872,776
0.4,4460,-10768,116
0.4,4470,-10880,-376
0.4,4480,-11004,-858
0.4,4490,-10876,-416
0.4,4500,-11060,-442
0.4,4510,-11180,-694
0.4,4520,-11448,-384
0.4,4530,-11264,-278
0.4,4540,-11324,-286
0.4,4550,-11044,-100
0.4,4560,-10676,136
0.4,4570,-10860,276
0.4,4580,-10800,154
0.4,4590,-10916,256
0.4,4600,-11112,168
0.4,4610,-11360,124
0.4,4620,-11288,310
0.4,4630,-11492,188
0.4,4640,-11256,298
0.4,4650,-11248,454
0.4,4660,-10808,160
0.4,4670,-10956,-118
0.4,4680,-11252,62
0.4,4690,-11184,30
0.4,4700,-11176,-388
0.4,4710,-11372,-66
0.4,4720,-11132,-292
0.4,4730,-10520,152
0.4,4740,-11196,-394
0.4,4750,-10740,-554
0.4,4760,-11532,-1374
0.4,4770,-11112,-1816
0.4,4780,-11212,-1548
0.4,4790,-10952,-1242
0.4,4800,-10928,-1726
0.4,4810,-11132,-1758
0.4,4820,-10872,-802
0.4,4830,-11008,-410
0.4,4840,-11104,-528
0.4,4850,-10928,-838
0.4,4860,-11116,-1072
0.4,4870,-11296,-1184
0.4,4880,-11048,-714
0.4,4890,-10728,90
0.4,4900,-11212,254
0.4,4910,-11056,126
0.4,4920,-10680,194
0.4,4930,-10616,406
0.4,4940,-11144,484
0.4,4950,-10732,-122
0.4,4960,-11196,-196
0.4,4970,-11332,-42
0.4,4980,-11356,-194
0.4,4990,-11176,164
0.4,5000,-11620,308
0.4,5010,-10996,54
0.4,5020,-11324,478
0.4,5030,-11032,438
0.4,5040,-10788,288
0.4,5050,-10816,556
0.4,5060,-11236,768
0.4,5070,-11036,162
0.4,5080,-10984,418
0.4,5090,-10752,542
0.4,5100,-10568,610
0.4,5110,-10940,834
0.4,5120,-10660,486
0.4,5130,-11532,260
0.4,5140,-11196,44
0.4,5150,-11092,-118
0.4,5160,-10644,742
0.4,5170,-10720,590
0.4,5180,-10744,1004
0.4,5190,-11168,1302
0.4,5200,-10948,1172
0.4,5210,-11256,610
0.4,5220,-10860,876
0.4,5230,-10916,752
0.4,5240,-10580,714
0.4,5250,-10856,588
0.4,5260,-11180,492
0.4,5270,-11108,278
0.4,5280,-10888,364
0.4,5290,-11108,-278
0.4,5300,-11112,192
0.4,5310,-10864,398
0.4,5320,-11088,-10
0.4,5330,-11144,330
0.4,5340,-10996,594
0.4,5350,-10788,418
0.4,5360,-10948,152
0.4,5370,-10792,-6
0.4,5380,-10772,396
0.4,5390,-10892,628
0.4,5400,-10980,224
0.4,5410,-10828,472
0.4,5420,-11192,720
0.4,5430,-10808,488
0.4,5440,-11176,842
0.4,5450,-11060,1226
0.4,5460,-11200,1098
0.4,5470,-10776,284
0.4,5480,-11600,522
0.4,5490,-11412,52
0.4,5500,-11348,-10
0.4,5510,-11188,-252
0.4,5520,-11180,352
0.4,5530,-11364,450
0.4,5540,-11192,816
0.4,5550,-10720,148
0.4,5560,-11088,384
0.4,5570,-10972,54
0.4,5580,-10572,-86
0.4,5590,-11168,-270
0.4,5600,-11328,-332
0.4,5610,-10832,-486
0.4,5620,-11120,-758
0.4,5630,-10908,-768
0.4,5640,-11144,-448
0.4,5650,-11092,-580
0.4,5660,-11288,-798
0.4,5670,-10860,-402
0.4,5680,-11036,-1432
0.4,5690,-11004,-1368
0.4,5700,-11124,-1792
0.4,5710,-11056,-1132
0.4,5720,-10772,-936
0.4,5730,-10424,-962
0.4,5740,-10712,-1142
0.4,5750,-11156,-1430
0.4,5760,-11012,-1768
0.4,5770,-11724,-1680
0.4,5780,-10988,-1312
0.4,5790,-11276,-1728
0.4,5800,-11224,-1650
0.4,5810,-11064,-1796
0.4,5820,-11152,-1270
0.4,5830,-10948,-1736
0.4,5840,-11316,-1504
0.4,5850,-10964,-1320
0.4,5860,-10976,-958
0.4,5870,-11276,-1030
0.4,5880,-11384,-1196
0.4,5890,-10840,-1084
0.4,5900,-11056,-988
0.4,5910,-10712,-300
0.4,5920,-11264,-570
0.4,5930,-10744,-494
0.4,5940,-10692,-652
0.4,5950,-11176,354
0.4,5960,-11248,646
0.4,5970,-11292,808
0.4,5980,-11200,1208
0.4,5990,-11228,918
0.4,6000,-11000,764
0.4,6010,-11108,1246
0.4,6020,-11132,810
0.4,6030,-11036,512
0.4,6040,-10852,386
0.4,6050,-11256,626
0.4,6060,-10840,780
0.4,6070,-10952,134
0.4,6080,-11072,-514
0.4,6090,-11060,-680
0.4,6100,-10816,-960
0.4,6110,-11092,-1456
0.4,6120,-11220,-1444
0.4,6130,-11004,-1136
0.4,6140,-11212,-662
0.4,6150,-11192,-500
0.4,6160,-10928,-680
0.4,6170,-10844,-406
0.4,6180,-11312,-640
0.4,6190,-11176,-516
0.4,6200,-11092,-388
0.4,6210,-11064,-338
0.4,6220,-11196,-306
0.4,6230,-11232,92
0.4,6240,-11172,-348
0.4,6250,-11408,-186
0.4,6260,-11436,-10
0.4,6270,-11376,24
0.4,6280,-10816,90
0.4,6290,-10644,-34
0.4,6300,-11212,-186
0.4,6310,-11212,184
0.4,6320,-10964,246
0.4,6330,-11300,482
0.4,6340,-11048,226
0.4,6350,-11448,448
0.4,6360,-11320,190
0.4,6370,-10984,334
0.4,6380,-11392,624
0.4,6390,-11180,-68
0.4,6400,-11064,-448
0.4,6410,-10936,-138
0.4,6420,-10932,-34
0.4,6430,-10624,78
0.4,6440,-10476,-412
0.4,6450,-10964,-248
0.4,6460,-10748,-86
0.4,6470,-11212,-484
0.4,6480,-11136,-366
0.4,6490,-10776,-110
0.4,6500,-10356,470
0.4,6510,-11116,980
0.4,6520,-10744,428
0.4,6530,-11168,356
0.4,6540,-11016,200
0.4,6550,-11192,96
0.4,6560,-11276,-122
0.4,6570,-11056,-326
0.4,6580,-10876,318
0.4,6590,-11008,248
0.4,6600,-11072,312
0.4,6610,-10756,-54
0.4,6620,-10912,0
0.4,6630,-11292,-216
0.4,6640,-11260,-496
0.4,6650,-11448,-598
0.4,6660,-11172,-786
0.4,6670,-11012,-1034
0.4,6680,-11248,-1130
0.4,6690,-11096,-400
0.4,6700,-11128,-950
0.4,6710,-10588,-1194
0.4,6720,-11160,-1710
0.4,6730,-11136,-1804
0.4,6740,-10668,-1424
0.4,6750,-10648,-1040
0.4,6760,-10880,-564
0.4,6770,-10944,-1028
0.4,6780,-10608,-1002
0.4,6790,-10580,-434
0.4,6800,-10840,-518
0.4,6810,-11140,-632
0.4,6820,-11104,-658
0.4,6830,-10592,-354
0.4,6840,-11132,228
0.4,6850,-10908,586
0.4,6860,-11148,290
0.4,6870,-11276,306
0.4,6880,-11204,-104
0.4,6890,-11104,10
0.4,6900,-11012,30
0.4,6910,-11016,-274
0.4,6920,-10792,34
0.4,6930,-10932,-346
0.4,6940,-10940,-136
0.4,6950,-10712,-288
0.4,6960,-10748,-138
0.4,6970,-11164,-124
0.4,6980,-10688,128
0.4,6990,-10996,256
0.4,7000,-11112,-244
0.4,7010,-10760,-408
0.4,7020,-10980,-218
0.4,7030,-11096,-270
0.4,7040,-10852,-750
0.4,7050,-11036,-814
0.4,7060,-11260,-748
0.4,7070,-10932,-1176
0.4,7080,-11300,-1276
0.4,7090,-11144,-1330
0.4,7100,-11260,-970
0.4,7110,-11272,-664
0.4,7120,-11124,-734
0.4,7130,-10512,-294
0.4,7140,-11048,296
0.4,7150,-11092,620
0.4,7160,-10968,1152
0.4,7170,-11108,1032
0.4,7180,-11428,838
0.4,7190,-11036,996
0.4,7200,-11136,1054
0.4,7210,-11392,1408
0.4,7220,-11072,992
0.4,7230,-10872,998
0.4,7240,-10876,504
0.4,7250,-10868,1218
0.4,7260,-11276,1178
0.4,7270,-11116,1114
0.4,7280,-11240,1316
0.4,7290,-11052,1154
0.4,7300,-11236,1254
0.4,7310,-11196,928
0.4,7320,-11108,864
0.4,7330,-11152,994
0.4,7340,-11052,540
0.4,7350,-10576,540
0.4,7360,-10592,704
0.4,7370,-11132,-148
0.4,7380,-10736,170
0.4,7390,-10924,130
0.4,7400,-11096,-4
0.4,7410,-10948,-46
0.4,7420,-10708,590
0.4,7430,-11060,972
0.4,7440,-11440,962
0.4,7450,-11232,1070
0.4,7460,-11260,1448
0.4,7470,-11200,1330
0.4,7480,-11104,1402
0.4,7490,-10868,1334
0.4,7500,-11112,1498
0.4,7510,-10916,1426
0.4,7520,-11236,1426
0.4,7530,-10928,1104
0.4,7540,-11016,830
0.4,7550,-10732,748
0.4,7560,-10716,1122
0.4,7570,-10852,790
0.4,7580,-11028,36
0.4,7590,-11392,274
0.4,7600,-10972,220
0.4,7610,-10980,458
0.4,7620,-11100,726
0.4,7630,-11356,704
0.4,7640,-11616,444
0.4,7650,-11472,72
0.4,7660,-11396,106
0.4,7670,-11448,348
0.4,7680,-11404,166
0.4,7690,-11188,160
0.4,7700,-10956,-928
0.4,7710,-11304,-1124
0.4,7720,-11244,-1050
0.4,7730,-11232,-966
0.4,7740,-11072,-1102
0.4,7750,-10788,-64
0.4,7760,-11320,80
0.4,7770,-10872,-246
0.4,7780,-11004,-132
0.4,7790,-11160,26
0.4,7800,-10584,-224
0.4,7810,-11052,-830
0.4,7820,-10980,-824
0.4,7830,-10732,-902
0.4,7840,-10840,-1286
0.4,7850,-11096,-1214
0.4,7860,-11128,-1276
0.4,7870,-11136,-1058
0.4,7880,-10880,-1098
0.4,7890,-10968,-734
0.4,7900,-11076,-474
0.4,7910,-10932,112
0.4,7920,-10940,-42
0.4,7930,-10460,430
0.4,7940,-11116,388
0.4,7950,-11280,508
0.4,7960,-10960,576
0.4,7970,-11116,424
0.4,7980,-10888,290
0.4,7990,-11072,704
0.4,8000,-10864,730
0.4,8010,-11208,736
0.4,8020,-11076,614
0.4,8030,-10812,932
0.4,8040,-10984,1096
0.4,8050,-10892,1134
0.4,8060,-11256,778
